ID;Start time;Completion time;Email;Name;Last modified time;"Ποια είναι η ηλικιακή σας ομάδα;
";"Ποιο είναι το φύλο σας;
";"Ποια είναι η επαγγελματική σας ιδιότητα;
";"Έχετε προηγούμενη εμπειρία με την τεχνητή νοημοσύνη;
";"Έχετε ασχοληθεί ποτέ με επενδύσεις ή συναλλαγές κρυπτονομισμάτων;
";Αυτόνομη οδήγηση;Αυτόνομη πτήση (σε εμπορικά αεροσκάφη);Υγειονομική περίθαλψη (διάγνωση ή θεραπεία);Συναλλαγές και επενδύσεις;Διαχείριση προσωπικών χρημάτων;"Θα εμπιστευόσασταν ένα μοντέλο τεχνητής νοημοσύνης να διαχειριστεί εξ ολοκλήρου τις επενδύσεις σας;
";"Τι πιστεύετε ότι είναι το μεγαλύτερο πλεονέκτημα της τεχνητής νοημοσύνης στις επενδύσεις;
";"Ποιο θεωρείτε το μεγαλύτερο μειονέκτημα της τεχνητής νοημοσύνης στις επενδύσεις;
";"Πιστεύετε ότι η τεχνητή νοημοσύνη είναι πιο αξιόπιστη από τους ανθρώπους στις επενδύσεις;
";"Ποιον θα εμπιστευόσασταν περισσότερο για τη διαχείριση των επενδύσεών σας;
";"Σε ποια από τις ακόλουθες καταστάσεις θεωρείτε ότι η τεχνητή νοημοσύνη υπερέχει σε σχέση με τους ανθρώπους;
";"Σε ποιες από τις ακόλουθες καταστάσεις θεωρείτε ότι οι άνθρωποι υπερέχουν σε σχέση με την τεχνητή νοημοσύνη;";"Θα ήσασταν πρόθυμοι να χρησιμοποιήσετε ένα συνδυαστικό μοντέλο όπου η τεχνητή νοημοσύνη συνεργάζεται με έναν άνθρωπο επενδυτή;
";"Θεωρείτε ότι η τεχνητή νοημοσύνη θα αντικαταστήσει πλήρως τους ανθρώπινους επενδυτές στο μέλλον;
";"Τι σας ανησυχεί περισσότερο σχετικά με τη χρήση της τεχνητής νοημοσύνης στις επενδύσεις;
";"Θεωρείτε την τεχνητή νοημοσύνη δίκαιη και αντικειμενική στη λήψη αποφάσεων;
";"Θα πληρώνατε για τη χρήση μιας υπηρεσίας τεχνητής νοημοσύνης για τη διαχείριση των επενδύσεών σας;
";"Ποιο ποσοστό των συνολικών επενδύσεών σας θα ήσασταν πρόθυμοι να αφήσετε στη διαχείριση μιας τεχνητής νοημοσύνης;
";Ταχύτητα λήψης αποφάσεων;Ακρίβεια προβλέψεων;Ανθεκτικότητα σε στρεσογόνες συνθήκες;Εμπιστοσύνη στη διαχείριση μεγάλων χρηματικών ποσών;"Θα εμπιστευόσασταν την τεχνητή νοημοσύνη να λαμβάνει επενδυτικές αποφάσεις σε μια οικονομική κρίση;
"
136;12/30/24 16:54:19;12/30/24 17:02:39;anonymous;;;Άνω των 50;Άνδρας;Φοιτητής/Φοιτήτρια;Ελάχιστη;Όχι;2;2;2;2;2;Όχι;"Ταχύτερη ανάλυση δεδομένων;Πρόβλεψη τάσεων της αγοράς;";"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Ανίχνευση επενδυτικών ευκαιριών;";"Δημιουργικότητα στις στρατηγικές επενδύσεων;Λήψη ηθικών αποφάσεων;";Ναι;Όχι;"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Κίνδυνος τεχνικών σφαλμάτων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;0% (Καθόλου);5;3;5;2;Όχι
137;12/30/24 17:42:28;12/30/24 17:44:59;anonymous;;;31-40;Γυναίκα;Επαγγελματίας στον τομέα των οικονομικών;Προχωρημένη;Ναι, περιστασιακά;3;3;3;3;3;Όχι;"Ταχύτερη ανάλυση δεδομένων;Αποφυγή συναισθηματικών λαθών;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Αποφυγή απάτης;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);";Δεν είμαι σίγουρος/η;Ναι;"Κίνδυνος τεχνικών σφαλμάτων;Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Όχι, οι αποφάσεις της μπορεί να επηρεάζονται από προκαταλήψεις στα δεδομένα;Εξαρτάται από το κόστος;1-25%;4;3;5;3;Δεν είμαι σίγουρος/η
138;12/30/24 23:57:12;12/31/24 0:01:02;anonymous;;;41-50;Άνδρας;Επαγγελματίας στον τομέα των οικονομικών;Ελάχιστη;Όχι;1;3;2;1;3;Όχι;"Πρόβλεψη τάσεων της αγοράς;Καλύτερη διαχείριση κινδύνου;";"Εξάρτηση από δεδομένα του παρελθόντος;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Όχι;Την τεχνητή νοημοσύνη;"Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Λήψη ηθικών αποφάσεων;";Όχι;Ίσως;"Κίνδυνος τεχνικών σφαλμάτων;Χρήση αναξιόπιστων δεδομένων;";Ναι, πάντα;Εξαρτάται από το κόστος;26-50%;2;3;5;3;Όχι
139;12/31/24 14:37:09;12/31/24 14:39:34;anonymous;;;Άνω των 50;Άνδρας;Επαγγελματίας στον τομέα της τεχνολογίας;Καθόλου;Όχι;1;1;1;1;1;Όχι;"Δεν βλέπω πλεονεκτήματα;";"Έλλειψη διαφάνειας στη λήψη αποφάσεων;";Όχι;Κανέναν;"Δεν θεωρώ ότι υπερέχει σε κάποια από αυτές;";"Δεν θεωρώ ότι υπερέχουν σε κάποια από αυτές;";Όχι;Όχι;"Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Όχι, οι αποφάσεις της μπορεί να επηρεάζονται από προκαταλήψεις στα δεδομένα;Όχι;0% (Καθόλου);1;1;1;1;Όχι
140;12/31/24 17:52:23;12/31/24 17:56:41;anonymous;;;21-30;Γυναίκα;Επαγγελματίας στον τομέα των οικονομικών;Ελάχιστη;Ναι, περιστασιακά;1;1;2;2;1;Όχι;"Ταχύτερη ανάλυση δεδομένων;Πρόβλεψη τάσεων της αγοράς;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Ανίχνευση επενδυτικών ευκαιριών;";"Δημιουργικότητα στις στρατηγικές επενδύσεων;Λήψη ηθικών αποφάσεων;";Δεν είμαι σίγουρος/η;Όχι;"Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;Κίνδυνος τεχνικών σφαλμάτων;";Όχι, οι αποφάσεις της μπορεί να επηρεάζονται από προκαταλήψεις στα δεδομένα;Όχι;1-25%;2;2;4;2;Όχι
141;1/1/25 12:46:37;1/1/25 12:50:48;anonymous;;;21-30;Άνδρας;Επαγγελματίας στον τομέα της τεχνολογίας;Ελάχιστη;Όχι;4;5;5;4;4;Ναι;"Πρόβλεψη τάσεων της αγοράς;Καλύτερη διαχείριση κινδύνου;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;Εξάρτηση από δεδομένα του παρελθόντος;";Ναι;Την τεχνητή νοημοσύνη;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;Δημιουργικότητα στις στρατηγικές επενδύσεων;";Ναι;Όχι;"Χρήση αναξιόπιστων δεδομένων;";Ναι, τις περισσότερες φορές;Ναι;76-100%;5;4;5;4;Ναι
142;1/1/25 13:24:10;1/1/25 13:30:54;anonymous;;;41-50;Γυναίκα;Δημόσιος υπάλληλος - φοιτήτρια ;Καθόλου;Όχι;4;4;3;3;3;Όχι;"Ταχύτερη ανάλυση δεδομένων;Αποφυγή συναισθηματικών λαθών;";"Εξάρτηση από δεδομένα του παρελθόντος;Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;Λήψη ηθικών αποφάσεων;";Ναι;Όχι;"Κίνδυνος τεχνικών σφαλμάτων;Έλλειψη διαφάνειας στη λήψη αποφάσεων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Όχι;1-25%;5;3;5;1;Δεν είμαι σίγουρος/η
143;1/1/25 13:30:04;1/1/25 13:36:26;anonymous;;;31-40;Γυναίκα;Εκπαιδευτικός πρωτοβάθμιας ;Καθόλου;Όχι;1;1;3;2;2;Όχι;"Καλύτερη διαχείριση κινδύνου;Αποφυγή συναισθηματικών λαθών;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Λήψη ηθικών αποφάσεων;";Ναι;Ναι;"Κίνδυνος τεχνικών σφαλμάτων;Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Ναι, τις περισσότερες φορές;Εξαρτάται από το κόστος;26-50%;5;3;5;3;Δεν είμαι σίγουρος/η
144;1/1/25 13:37:06;1/1/25 13:42:06;anonymous;;;21-30;Άνδρας;Φοιτητής/Φοιτήτρια;Ελάχιστη;Όχι;2;2;3;4;4;Ίσως;"Ταχύτερη ανάλυση δεδομένων;Πρόβλεψη τάσεων της αγοράς;";"Εξάρτηση από δεδομένα του παρελθόντος;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Την τεχνητή νοημοσύνη;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Λήψη ηθικών αποφάσεων;Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Όχι;"Ανησυχίες για ασφάλεια και ιδιωτικότητα;Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Ναι, τις περισσότερες φορές;Εξαρτάται από το κόστος;26-50%;5;4;4;2;Δεν είμαι σίγουρος/η
145;1/1/25 13:41:08;1/1/25 13:44:50;anonymous;;;41-50;Γυναίκα;Φοιτητής/Φοιτήτρια;Ελάχιστη;Όχι;3;3;4;4;4;Ίσως;"Ταχύτερη ανάλυση δεδομένων;Καλύτερη διαχείριση κινδύνου;";"Εξάρτηση από δεδομένα του παρελθόντος;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Λήψη ηθικών αποφάσεων;";Ναι;Όχι;"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Κίνδυνος τεχνικών σφαλμάτων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;26-50%;5;4;3;3;Δεν είμαι σίγουρος/η
146;1/1/25 13:49:14;1/1/25 13:50:44;anonymous;;;21-30;Άνδρας;Επαγγελματίας στον τομέα των οικονομικών;Ελάχιστη;Όχι;3;3;3;3;3;Ίσως;"Ταχύτερη ανάλυση δεδομένων;Καλύτερη διαχείριση κινδύνου;";"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Εξάρτηση από δεδομένα του παρελθόντος;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;Γρήγορη ανάλυση δεδομένων;";"Λήψη ηθικών αποφάσεων;Δημιουργικότητα στις στρατηγικές επενδύσεων;";Ναι;Ίσως;"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;1-25%;3;3;3;3;Δεν είμαι σίγουρος/η
147;1/1/25 14:28:20;1/1/25 14:36:33;anonymous;;;31-40;Γυναίκα;Εκπαιδευτικός;Μέτρια;Ναι, περιστασιακά;3;4;4;4;4;Ίσως;"Αποφυγή συναισθηματικών λαθών;Ταχύτερη ανάλυση δεδομένων;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Όχι;Και τα δύο εξίσου;"Δεν θεωρώ ότι υπερέχει σε κάποια από αυτές;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Όχι;"Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;26-50%;4;4;5;3;Δεν είμαι σίγουρος/η
148;1/1/25 15:10:30;1/1/25 15:17:08;anonymous;;;21-30;Γυναίκα;Μουσικοπαιδαγωγός;Καθόλου;Όχι;3;3;3;3;3;Ίσως;"Ταχύτερη ανάλυση δεδομένων;";"Έλλειψη διαφάνειας στη λήψη αποφάσεων;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);";Δεν είμαι σίγουρος/η;Ίσως;"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Ναι, τις περισσότερες φορές;Εξαρτάται από το κόστος;26-50%;3;4;3;3;Δεν είμαι σίγουρος/η
149;1/1/25 16:09:25;1/1/25 16:13:45;anonymous;;;Άνω των 50;Γυναίκα;Επαγγελματίας στον τομέα των οικονομικών;Καθόλου;Ναι, περιστασιακά;2;4;3;3;4;Όχι;"Ταχύτερη ανάλυση δεδομένων;Καλύτερη διαχείριση κινδύνου;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Ανίχνευση επενδυτικών ευκαιριών;";"Λήψη ηθικών αποφάσεων;";Ναι;Ναι;"Ανησυχίες για ασφάλεια και ιδιωτικότητα;Χρήση αναξιόπιστων δεδομένων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;1-25%;4;4;4;1;Όχι
150;1/1/25 16:49:55;1/1/25 16:53:46;anonymous;;;21-30;Άνδρας;Φοιτητής/Φοιτήτρια;Μέτρια;Όχι;1;1;5;3;1;Όχι;"Πρόβλεψη τάσεων της αγοράς;Ταχύτερη ανάλυση δεδομένων;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Ανίχνευση επενδυτικών ευκαιριών;";"Λήψη ηθικών αποφάσεων;Δημιουργικότητα στις στρατηγικές επενδύσεων;Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Ναι;"Ανησυχίες για ασφάλεια και ιδιωτικότητα;Κίνδυνος τεχνικών σφαλμάτων;";Όχι, οι αποφάσεις της μπορεί να επηρεάζονται από προκαταλήψεις στα δεδομένα;Εξαρτάται από το κόστος;1-25%;5;5;5;2;Δεν είμαι σίγουρος/η
151;1/1/25 18:05:34;1/1/25 18:10:13;anonymous;;;Άνω των 50;Άνδρας;Επαγγελματίας στον τομέα των οικονομικών;Καθόλου;Όχι;1;1;1;1;1;Όχι;"Δεν βλέπω πλεονεκτήματα;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Όχι;Έναν έμπειρο επενδυτή;"Δεν θεωρώ ότι υπερέχει σε κάποια από αυτές;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Όχι;Ναι;"Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Όχι;0% (Καθόλου);2;2;2;1;Όχι
152;1/1/25 18:22:26;1/1/25 18:27:26;anonymous;;;21-30;Γυναίκα;Φοιτητής/Φοιτήτρια;Ελάχιστη;Όχι;3;2;2;2;2;Ίσως;"Πρόβλεψη τάσεων της αγοράς;Ταχύτερη ανάλυση δεδομένων;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;";"Λήψη ηθικών αποφάσεων;Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);";Ναι;Ίσως;"Κίνδυνος τεχνικών σφαλμάτων;Χρήση αναξιόπιστων δεδομένων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;26-50%;5;2;4;2;Δεν είμαι σίγουρος/η
153;1/1/25 19:27:50;1/1/25 19:42:01;anonymous;;;Άνω των 50;Γυναίκα;Ιδιωτικός υπάλληλος ;Προχωρημένη;Όχι;4;4;3;4;1;Όχι;"Πρόβλεψη τάσεων της αγοράς;Ταχύτερη ανάλυση δεδομένων;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;Στο τι θέλω, επι της ουσίας τo in thuis case ;";Εξαρτάται από την περίπτωση;Κανέναν;"Αποφυγή απάτης;Γρήγορη ανάλυση δεδομένων;";"Δεν θεωρώ ότι υπερέχουν σε κάποια από αυτές;";Δεν είμαι σίγουρος/η;Ίσως;"Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;Χρήση αναξιόπιστων δεδομένων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Όχι;1-25%;4;3;4;2;Δεν είμαι σίγουρος/η
154;1/1/25 20:02:57;1/1/25 20:10:30;anonymous;;;41-50;Άνδρας;Επαγγελματίας στον τομέα της τεχνολογίας;Προχωρημένη;Όχι;1;1;3;3;1;Όχι;"Πρόβλεψη τάσεων της αγοράς;Ταχύτερη ανάλυση δεδομένων;";"Εξάρτηση από δεδομένα του παρελθόντος;Έλλειψη διαφάνειας στη λήψη αποφάσεων;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Ανίχνευση επενδυτικών ευκαιριών;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Δημιουργικότητα στις στρατηγικές επενδύσεων;Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Όχι;"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Χρήση αναξιόπιστων δεδομένων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;26-50%;5;4;5;2;Όχι
155;1/1/25 20:30:31;1/1/25 20:40:25;anonymous;;;31-40;Άνδρας;Άνεργος/Άνεργη;Προχωρημένη;Ναι, περιστασιακά;1;5;3;1;3;Ίσως;"Καλύτερη διαχείριση κινδύνου;Αποφυγή συναισθηματικών λαθών;";"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Ανίχνευση επενδυτικών ευκαιριών;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Δημιουργικότητα στις στρατηγικές επενδύσεων;";Δεν είμαι σίγουρος/η;Όχι;"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Όχι, οι αποφάσεις της μπορεί να επηρεάζονται από προκαταλήψεις στα δεδομένα;Όχι;1-25%;5;2;5;1;Όχι
156;1/1/25 20:51:27;1/1/25 20:57:20;anonymous;;;31-40;Γυναίκα;Επαγγελματίας στον τομέα των οικονομικών;Καθόλου;Όχι;3;1;2;3;1;Όχι;"Ταχύτερη ανάλυση δεδομένων;Πρόβλεψη τάσεων της αγοράς;";"Έλλειψη διαφάνειας στη λήψη αποφάσεων;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);";Δεν είμαι σίγουρος/η;Ναι;"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Ανησυχίες για ασφάλεια και ιδιωτικότητα;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Όχι;1-25%;4;4;5;3;Δεν είμαι σίγουρος/η
157;1/1/25 23:05:45;1/1/25 23:10:45;anonymous;;;31-40;Άνδρας;Επαγγελματίας στον τομέα της τεχνολογίας;Προχωρημένη;Ναι, συχνά;4;1;3;3;1;Όχι;"Ταχύτερη ανάλυση δεδομένων;Πρόβλεψη τάσεων της αγοράς;";"Εξάρτηση από δεδομένα του παρελθόντος;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Ναι;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Όχι;"Χρήση αναξιόπιστων δεδομένων;Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Ναι, τις περισσότερες φορές;Ναι;1-25%;5;5;5;2;Δεν είμαι σίγουρος/η
158;1/1/25 23:31:21;1/1/25 23:40:32;anonymous;;;21-30;Γυναίκα;Επαγγελματίας στον τομέα των οικονομικών;Ελάχιστη;Όχι;2;2;3;3;3;Ίσως;"Ταχύτερη ανάλυση δεδομένων;Αποφυγή συναισθηματικών λαθών;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Ανίχνευση επενδυτικών ευκαιριών;";"Λήψη ηθικών αποφάσεων;";Ναι;Ναι;"Έλλειψη διαφάνειας στη λήψη αποφάσεων;";Ναι, τις περισσότερες φορές;Εξαρτάται από το κόστος;51-75%;4;4;3;3;Ναι
159;1/2/25 7:56:52;1/2/25 7:59:19;anonymous;;;41-50;Γυναίκα;Επαγγελματίας στον τομέα των οικονομικών;Καθόλου;Όχι;4;3;4;4;3;Όχι;"Καλύτερη διαχείριση κινδύνου;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Ναι;"Κίνδυνος τεχνικών σφαλμάτων;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;1-25%;3;3;3;3;Δεν είμαι σίγουρος/η
160;1/2/25 12:11:54;1/2/25 12:21:18;anonymous;;;31-40;Άνδρας;Επαγγελματίας στον τομέα των οικονομικών;Μέτρια;Ναι, συχνά;4;4;2;4;2;Όχι;"Ταχύτερη ανάλυση δεδομένων;";"Εξάρτηση από δεδομένα του παρελθόντος;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Ανίχνευση επενδυτικών ευκαιριών;";"Δημιουργικότητα στις στρατηγικές επενδύσεων;Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);";Ναι;Ίσως;"Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;Έλλειψη διαφάνειας στη λήψη αποφάσεων;";Όχι, οι αποφάσεις της μπορεί να επηρεάζονται από προκαταλήψεις στα δεδομένα;Εξαρτάται από το κόστος;1-25%;4;1;3;2;Όχι
161;1/2/25 13:15:11;1/2/25 13:18:31;anonymous;;;Άνω των 50;Άνδρας;Επαγγελματίας στον τομέα των οικονομικών;Ελάχιστη;Ναι, συχνά;3;2;3;4;3;Ίσως;"Αποφυγή συναισθηματικών λαθών;Ταχύτερη ανάλυση δεδομένων;";"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Δημιουργικότητα στις στρατηγικές επενδύσεων;Ερμηνεία μη ποσοτικών δεδομένων (π.χ. συναισθήματα της αγοράς);";Ναι;Ναι;"Ανησυχίες για ασφάλεια και ιδιωτικότητα;Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Όχι, καθώς ο προγραμματισμός της μπορεί να περιέχει προκαταλήψεις ή σφάλματα;Εξαρτάται από το κόστος;1-25%;5;3;5;3;Ναι
162;1/2/25 14:27:16;1/2/25 14:35:51;anonymous;;;Κάτω από 20;Γυναίκα;Φοιτητής/Φοιτήτρια;Ελάχιστη;Όχι;3;1;2;2;2;Ίσως;"Αποφυγή συναισθηματικών λαθών;";"Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Και τα δύο εξίσου;"Γρήγορη ανάλυση δεδομένων;Ανίχνευση επενδυτικών ευκαιριών;";"Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Ναι;"Έλλειψη διαφάνειας στη λήψη αποφάσεων;Χρήση αναξιόπιστων δεδομένων;";Ναι, τις περισσότερες φορές;Ναι;26-50%;2;3;2;2;Δεν είμαι σίγουρος/η
163;1/2/25 16:03:54;1/2/25 16:08:19;anonymous;;;41-50;Άνδρας;Επαγγελματίας στον τομέα του τουρισμού;Ελάχιστη;Όχι;3;4;4;4;3;Ίσως;"Ταχύτερη ανάλυση δεδομένων;Αποφυγή συναισθηματικών λαθών;";"Ευπάθεια σε τεχνικά σφάλματα ή παραβιάσεις;Δυσκολία προσαρμογής σε μη αναμενόμενες συνθήκες;";Εξαρτάται από την περίπτωση;Έναν έμπειρο επενδυτή;"Γρήγορη ανάλυση δεδομένων;Λήψη αποφάσεων χωρίς συναισθηματική επιρροή;";"Δημιουργικότητα στις στρατηγικές επενδύσεων;Προσαρμογή σε μη αναμενόμενες καταστάσεις;";Ναι;Όχι;"Κίνδυνος τεχνικών σφαλμάτων;Αδυναμία κατανόησης σύνθετων συνθηκών αγοράς;";Ναι, τις περισσότερες φορές;Εξαρτάται από το κόστος;1-25%;4;4;4;4;Δεν είμαι σίγουρος/η
